DATASET,SERIES_CODE,OBS_MEASURE,COUNTRY,Country code,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,SCALE,ER_2010,ER_2011,ER_2012,ER_2013,ER_2014,ER_2015,ER_2016,ER_2017,ER_2018,ER_2019,ER_2020,ER_2021,ER_2022,ER_2023,ER_2024,ER_2025
IMF.STA:ER(4.0.1),VNM.XDC_USD.PA_RT.A,OBS_VALUE,Vietnam,VNM,Domestic currency per US Dollar,Period average,Annual,Units,18612.91667,20509.75,20828,20933.41667,21148,21697.5675,21935.00083,22370.08667,22602.05,23050.24167,23208.36833,23159.78259,23271.2125,23787.31917,24164.88583,
IMF.STA:ER(4.0.1),BTN.XDC_USD.PA_RT.A,OBS_VALUE,Bhutan,BTN,Domestic currency per US Dollar,Period average,Annual,Units,45.72581212,46.67046667,53.43723333,58.59784542,61.02951446,64.15194446,67.19531281,65.12156865,68.38946709,70.42034054,74.09956688,73.91801282,78.60449058,82.59927645,83.66928158,
IMF.STA:ER(4.0.1),GUY.XDC_USD.PA_RT.A,OBS_VALUE,Guyana,GUY,Domestic currency per US Dollar,Period average,Annual,Units,203.6358333,204.0175,204.3583333,205.3941667,206.4491667,206.5,206.5,206.5,207.7166667,208.5,208.5,208.5,208.5,208.5,208.5,
IMF.STA:ER(4.0.1),HTI.XDC_USD.PA_RT.A,OBS_VALUE,Haiti,HTI,Domestic currency per US Dollar,Period average,Annual,Units,39.7974,40.52282194,41.94972295,43.46278333,45.21598089,50.70642667,63.33581837,64.76968028,68.03175398,88.81496618,93.50980721,89.22663651,115.6307155,141.0359127,131.8109917,
IMF.STA:ER(4.0.1),TUN.XDC_USD.PA_RT.A,OBS_VALUE,Tunisia,TUN,Domestic currency per US Dollar,Period average,Annual,Units,1.4314,1.407783333,1.561891667,1.624658333,1.697675,1.961625,2.148033333,2.419425,2.646866667,2.934433333,2.812358333,2.794466667,3.1036,3.106166667,3.10745,
IMF.STA:ER(4.0.1),SLB.XDC_USD.PA_RT.A,OBS_VALUE,Solomon Islands,SLB,Domestic currency per US Dollar,Period average,Annual,Units,8.064501344,7.64125903,7.355202847,7.3021351,7.375345354,7.914688977,7.948152938,7.887390369,7.952504861,8.173399298,8.21341291,8.030102991,8.155528698,8.375596776,8.454835602,
IMF.STA:ER(4.0.1),COG.XDC_USD.PA_RT.A,OBS_VALUE,"Congo, Republic of",COG,Domestic currency per US Dollar,Period average,Annual,Units,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976,
IMF.STA:ER(4.0.1),AZE.XDC_USD.PA_RT.A,OBS_VALUE,"Azerbaijan, Republic of",AZE,Domestic currency per US Dollar,Period average,Annual,Units,0.80265,0.789686389,0.785645349,0.784541075,0.7843475,1.024563819,1.595721573,1.721154802,1.700016667,1.7,1.7,1.7,1.7,1.7,1.7,
IMF.STA:ER(4.0.1),PHL.XDC_USD.PA_RT.A,OBS_VALUE,Philippines,PHL,Domestic currency per US Dollar,Period average,Annual,Units,45.10966418,43.31313692,42.22879473,42.44618483,44.3951543,45.50283994,47.49246386,50.40371979,52.66142995,51.79578265,49.624096,49.25459773,54.47778584,55.63036322,57.29065507,
IMF.STA:ER(4.0.1),HKG.XDC_USD.PA_RT.A,OBS_VALUE,"Hong Kong Special Administrative Region, People's Republic of China",HKG,Domestic currency per US Dollar,Period average,Annual,Units,7.769166667,7.784,7.756416667,7.756,7.754083333,7.75175,7.76225,7.79325,7.8385,7.835916667,7.75725,7.77325,7.831416667,7.829583333,7.803833333,
IMF.STA:ER(4.0.1),ZWE.XDC_USD.PA_RT.A,OBS_VALUE,Zimbabwe,ZWE,Domestic currency per US Dollar,Period average,Annual,Units,0,0,0,0,0,0,0,0,0,,51.32901312,88.55244726,374.9543626,3509.17222,3266.331913,
IMF.STA:ER(4.0.1),BFA.XDC_USD.PA_RT.A,OBS_VALUE,Burkina Faso,BFA,Domestic currency per US Dollar,Period average,Annual,Units,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976,
IMF.STA:ER(4.0.1),BLZ.XDC_USD.PA_RT.A,OBS_VALUE,Belize,BLZ,Domestic currency per US Dollar,Period average,Annual,Units,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
IMF.STA:ER(4.0.1),DZA.XDC_USD.PA_RT.A,OBS_VALUE,Algeria,DZA,Domestic currency per US Dollar,Period average,Annual,Units,74.38598333,72.93788333,77.53596667,79.3684,80.57901667,100.6914333,109.4430667,110.9730167,116.5937917,119.3535583,126.7768,135.0640583,141.994975,135.8429333,134.0532417,
IMF.STA:ER(4.0.1),JEY.XDC_USD.PA_RT.A,OBS_VALUE,Jersey,JEY,Domestic currency per US Dollar,Period average,Annual,Units,0.647179346,0.624140836,0.633046989,0.639660578,0.607729627,0.654545479,0.740634464,0.776976682,0.74953154,0.78344511,0.779999577,0.727064945,0.811301716,0.804538907,0.782414581,
IMF.STA:ER(4.0.1),GTM.XDC_USD.PA_RT.A,OBS_VALUE,Guatemala,GTM,Domestic currency per US Dollar,Period average,Annual,Units,8.057770833,7.785418333,7.833605417,7.85681375,7.732233333,7.654815,7.599937083,7.34793875,7.519164583,7.696698333,7.72165,7.734388333,7.74824375,7.831974167,7.7585375,
IMF.STA:ER(4.0.1),BRB.XDC_USD.PA_RT.A,OBS_VALUE,Barbados,BRB,Domestic currency per US Dollar,Period average,Annual,Units,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
IMF.STA:ER(4.0.1),CZE.XDC_USD.PA_RT.A,OBS_VALUE,Czech Republic,CZE,Domestic currency per US Dollar,Period average,Annual,Units,19.09825,17.69591667,19.5775,19.57058333,20.7575,24.59875,24.43991667,23.37633333,21.72991667,22.93225,23.21025,21.67816667,23.357,22.19808333,23.21683333,
IMF.STA:ER(4.0.1),MMR.XDC_USD.PA_RT.A,OBS_VALUE,Myanmar,MMR,Domestic currency per US Dollar,Period average,Annual,Units,5.634883333,5.444108333,640.6534167,933.5704564,984.3457476,1162.615329,1234.869517,1360.358707,1429.807975,1518.255117,1381.619167,,,,,
IMF.STA:ER(4.0.1),DOM.XDC_USD.PA_RT.A,OBS_VALUE,Dominican Republic,DOM,Domestic currency per US Dollar,Period average,Annual,Units,36.82129187,38.08758487,39.32030084,41.79450343,43.54967262,45.04549907,46.06444394,47.5343582,49.50999286,51.29485833,56.52453333,57.22111667,55.14099167,56.1576,59.56513333,
IMF.STA:ER(4.0.1),SWZ.XDC_USD.PA_RT.A,OBS_VALUE,"Eswatini, Kingdom of",SWZ,Domestic currency per US Dollar,Period average,Annual,Units,7.321221961,7.261132132,8.209968627,9.655056069,10.85265557,12.75893088,14.70961089,13.32380142,13.23392647,14.45178923,16.47025587,14.78343514,16.36228306,18.45359249,18.31768683,
IMF.STA:ER(4.0.1),QAT.XDC_USD.PA_RT.A,OBS_VALUE,Qatar,QAT,Domestic currency per US Dollar,Period average,Annual,Units,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,
IMF.STA:ER(4.0.1),AUS.XDC_USD.PA_RT.A,OBS_VALUE,Australia,AUS,Domestic currency per US Dollar,Period average,Annual,Units,1.090159486,0.969463201,0.965801031,1.035843097,1.109363293,1.331090262,1.345213976,1.304758077,1.338412146,1.438506544,1.453085118,1.33122426,1.441664459,1.505191066,1.515358039,
IMF.STA:ER(4.0.1),LKA.XDC_USD.PA_RT.A,OBS_VALUE,Sri Lanka,LKA,Domestic currency per US Dollar,Period average,Annual,Units,113.0644804,110.5652079,127.6033535,129.0690309,130.5646852,135.8569128,145.5816675,152.4464139,162.4648587,178.744925,185.5925578,198.7643168,322.6326743,327.5065333,,
IMF.STA:ER(4.0.1),GAB.XDC_USD.PA_RT.A,OBS_VALUE,Gabon,GAB,Domestic currency per US Dollar,Period average,Annual,Units,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976,
IMF.STA:ER(4.0.1),ISL.XDC_USD.PA_RT.A,OBS_VALUE,Iceland,ISL,Domestic currency per US Dollar,Period average,Annual,Units,122.2418112,115.9540398,125.082787,122.1791213,116.7673525,131.9187084,120.8115481,106.839572,108.3001763,122.6067736,135.4217116,126.9888602,135.279902,137.9429524,137.958026,
IMF.STA:ER(4.0.1),URY.XDC_USD.PA_RT.A,OBS_VALUE,Uruguay,URY,Domestic currency per US Dollar,Period average,Annual,Units,20.059275,19.31420833,20.310575,20.48160833,23.246025,27.32736667,30.1626,28.6764,30.72525833,35.255375,42.01329167,43.554575,41.17108333,38.82391667,40.2127875,
IMF.STA:ER(4.0.1),NRU.XDC_USD.PA_RT.A,OBS_VALUE,"Nauru, Republic of",NRU,Domestic currency per US Dollar,Period average,Annual,Units,1.090159486,0.969463201,0.965801031,1.035843097,1.109363293,1.331090262,1.345213976,1.304758077,1.338412146,1.438506544,1.453085118,1.33122426,1.441664459,1.505191066,1.515358039,
IMF.STA:ER(4.0.1),BWA.XDC_USD.PA_RT.A,OBS_VALUE,Botswana,BWA,Domestic currency per US Dollar,Period average,Annual,Units,6.793625,6.838233333,7.640525,8.398908333,8.976083333,10.12899167,10.90115833,10.34741667,10.199975,10.75586667,11.45624167,11.08725833,12.36880833,13.59638333,13.56313333,
IMF.STA:ER(4.0.1),G758.XDC_USD.PA_RT.A,OBS_VALUE,Central African Economic and Monetary Community (CEMAC),CEM,Domestic currency per US Dollar,Period average,Annual,Units,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976,
IMF.STA:ER(4.0.1),MEX.XDC_USD.PA_RT.A,OBS_VALUE,Mexico,MEX,Domestic currency per US Dollar,Period average,Annual,Units,12.63600833,12.423325,13.16945833,12.77199167,13.29245,15.84826667,18.66405833,18.92651667,19.24434167,19.26363333,21.48560833,20.27240833,20.12735,17.75871667,18.30485833,
IMF.STA:ER(4.0.1),CAN.XDC_USD.PA_RT.A,OBS_VALUE,Canada,CAN,Domestic currency per US Dollar,Period average,Annual,Units,1.030112735,0.989258159,0.999364744,1.030137364,1.104747132,1.278786204,1.325615164,1.297935846,1.295817928,1.326793363,1.341152672,1.253876902,1.301554775,1.349908641,1.369359766,
IMF.STA:ER(4.0.1),YEM.XDC_USD.PA_RT.A,OBS_VALUE,"Yemen, Republic of",YEM,Domestic currency per US Dollar,Period average,Annual,Units,219.59,213.8,214.3491667,214.89,214.89,230.8333333,283.8958333,282.195,214.89,486.7309229,743.0059644,1028.107754,1115.002387,1355.116379,,
IMF.STA:ER(4.0.1),PAK.XDC_USD.PA_RT.A,OBS_VALUE,Pakistan,PAK,Domestic currency per US Dollar,Period average,Annual,Units,85.19381633,86.34338333,93.39519722,101.6288992,101.1000884,102.7692716,104.769117,105.4551621,121.8240689,150.0362538,161.8384797,162.9062537,204.8671875,280.3561117,278.5807162,
IMF.STA:ER(4.0.1),IRQ.XDC_USD.PA_RT.A,OBS_VALUE,Iraq,IRQ,Domestic currency per US Dollar,Period average,Annual,Units,1170,1170,1166.166667,1166,1166,1167.333333,1182,1184,1182.75,1182,1192,1450,1450,1312.5,1300,
IMF.STA:ER(4.0.1),TJK.XDC_USD.PA_RT.A,OBS_VALUE,"Tajikistan, Republic of",TJK,Domestic currency per US Dollar,Period average,Annual,Units,4.378966667,4.610183333,4.737708333,4.764233333,4.937566667,6.163116667,7.835675,8.549741667,9.151216667,9.530366667,10.32194167,11.30885,11.031075,10.844525,10.79949167,
IMF.STA:ER(4.0.1),SGP.XDC_USD.PA_RT.A,OBS_VALUE,Singapore,SGP,Domestic currency per US Dollar,Period average,Annual,Units,1.363508333,1.257775877,1.249676204,1.2513,1.26705,1.374825,1.381546364,1.380925,1.348841667,1.364158333,1.379741667,1.343483333,1.378666667,1.342766667,1.336233333,
IMF.STA:ER(4.0.1),GRD.XDC_USD.PA_RT.A,OBS_VALUE,Grenada,GRD,Domestic currency per US Dollar,Period average,Annual,Units,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,
IMF.STA:ER(4.0.1),ETH.XDC_USD.PA_RT.A,OBS_VALUE,"Ethiopia, The Federal Democratic Republic of",ETH,Domestic currency per US Dollar,Period average,Annual,Units,14.40958981,16.89922576,17.70476138,18.62662896,19.58578991,20.57684875,21.73154722,23.86610446,27.42938659,29.06975,34.9271654,43.73377832,51.75621503,54.60094807,,
IMF.STA:ER(4.0.1),CIV.XDC_USD.PA_RT.A,OBS_VALUE,Côte d'Ivoire,CIV,Domestic currency per US Dollar,Period average,Annual,Units,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,575.5860045,554.530675,623.7597009,606.5697502,606.3452976,
IMF.STA:ER(4.0.1),IMN.XDC_USD.PA_RT.A,OBS_VALUE,Isle of Man,IMN,Domestic currency per US Dollar,Period average,Annual,Units,0.647179346,0.624140836,0.633046989,0.639660578,0.607729627,0.654545479,0.740634464,0.776976682,0.74953154,0.78344511,0.779999577,0.727064945,0.811301716,0.804538907,0.782414581,
IMF.STA:ER(4.0.1),SMR.XDC_USD.PA_RT.A,OBS_VALUE,"San Marino, Republic of",SMR,Domestic currency per US Dollar,Period average,Annual,Units,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893215581,0.877475207,0.845376564,0.950915534,0.924709623,0.924367447,
IMF.STA:ER(4.0.1),OMN.XDC_USD.PA_RT.A,OBS_VALUE,Oman,OMN,Domestic currency per US Dollar,Period average,Annual,Units,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,
IMF.STA:ER(4.0.1),SXM.XDC_USD.PA_RT.A,OBS_VALUE,"Sint Maarten, Kingdom of the Netherlands",SXM,Domestic currency per US Dollar,Period average,Annual,Units,0,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,
IMF.STA:ER(4.0.1),ECU.XDC_USD.PA_RT.A,OBS_VALUE,Ecuador,ECU,Domestic currency per US Dollar,Period average,Annual,Units,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
IMF.STA:ER(4.0.1),TTO.XDC_USD.PA_RT.A,OBS_VALUE,Trinidad and Tobago,TTO,Domestic currency per US Dollar,Period average,Annual,Units,6.375508333,6.409300706,6.429602656,6.442629398,6.409094578,6.377441667,6.668966667,6.779525,6.770750898,6.754326683,6.751052687,6.758530049,6.754128961,6.750262379,6.750123249,
IMF.STA:ER(4.0.1),KAZ.XDC_USD.PA_RT.A,OBS_VALUE,"Kazakhstan, Republic of",KAZ,Domestic currency per US Dollar,Period average,Annual,Units,147.355,146.6208333,149.1125,152.1291667,179.1916667,221.7283333,342.16,326.0010227,344.7058333,382.7473106,412.9533333,425.9075,460.165,456.165,468.9625,
IMF.STA:ER(4.0.1),G309.XDC_USD.PA_RT.A,OBS_VALUE,Eastern Caribbean Currency Union (ECCU),ECC,Domestic currency per US Dollar,Period average,Annual,Units,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,
IMF.STA:ER(4.0.1),SDN.XDC_USD.PA_RT.A,OBS_VALUE,Sudan,SDN,Domestic currency per US Dollar,Period average,Annual,Units,2.30600092,2.666619622,3.572958333,4.756760547,5.736866667,6.025732598,6.211713646,6.68336,24.3289109,45.76704545,53.9960119,370.7905833,546.75885,,,
IMF.STA:ER(4.0.1),BOL.XDC_USD.PA_RT.A,OBS_VALUE,Bolivia,BOL,Domestic currency per US Dollar,Period average,Annual,Units,7.016666667,6.9369625,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,
IMF.STA:ER(4.0.1),PAN.XDC_USD.PA_RT.A,OBS_VALUE,Panama,PAN,Domestic currency per US Dollar,Period average,Annual,Units,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
IMF.STA:ER(4.0.1),MNE.XDC_USD.PA_RT.A,OBS_VALUE,Montenegro,MNE,Domestic currency per US Dollar,Period average,Annual,Units,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893215581,0.877475207,0.845376564,0.950915534,0.924709623,0.924367447,
IMF.STA:ER(4.0.1),GIB.XDC_USD.PA_RT.A,OBS_VALUE,Gibraltar,GIB,Domestic currency per US Dollar,Period average,Annual,Units,0.647179346,0.624140836,0.633046989,0.639660578,0.607729627,0.654545479,0.740634464,0.776976682,0.74953154,0.78344511,0.779999577,0.727064945,0.811301716,0.804538907,0.782414581,
IMF.STA:ER(4.0.1),BRN.XDC_USD.PA_RT.A,OBS_VALUE,Brunei Darussalam,BRN,Domestic currency per US Dollar,Period average,Annual,Units,1.363509474,1.25791302,1.249567016,1.25116567,1.267040123,1.374910845,1.381346877,1.380891164,1.348918565,1.364218514,1.37970343,1.343806963,1.378956397,1.343079601,1.336033277,
IMF.STA:ER(4.0.1),BHR.XDC_USD.PA_RT.A,OBS_VALUE,"Bahrain, Kingdom of",BHR,Domestic currency per US Dollar,Period average,Annual,Units,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,
IMF.STA:ER(4.0.1),SYR.XDC_USD.PA_RT.A,OBS_VALUE,Syrian Arab Republic,SYR,Domestic currency per US Dollar,Period average,Annual,Units,11.225,48.33666667,64.58083333,108.7333333,154.13,237.0291667,460.2758333,492.6108333,436.5,436.5,877.9452509,1256,2505.746911,,,
IMF.STA:ER(4.0.1),G163.XDC_USD.PA_RT.A,OBS_VALUE,Euro Area (EA),EUR,Domestic currency per US Dollar,Period average,Annual,Units,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753,0.924839558,0.923889546,
IMF.STA:ER(4.0.1),SWE.XDC_USD.PA_RT.A,OBS_VALUE,Sweden,SWE,Domestic currency per US Dollar,Period average,Annual,Units,7.207524167,6.493543333,6.775015833,6.513971667,6.860785,8.434840833,8.561991667,8.548860833,8.692518333,9.458349167,9.210309028,8.576566716,10.11425128,10.6101613,10.56763643,
IMF.STA:ER(4.0.1),COM.XDC_USD.PA_RT.A,OBS_VALUE,"Comoros, Union of the",COM,Domestic currency per US Dollar,Period average,Annual,Units,371.0956967,353.4364693,382.9172538,370.4247179,370.3179974,443.4087735,444.4542113,435.4925622,416.5848438,439.4631103,430.7209122,415.9558491,467.1842612,454.9912367,454.5238613,
IMF.STA:ER(4.0.1),CRI.XDC_USD.PA_RT.A,OBS_VALUE,Costa Rica,CRI,Domestic currency per US Dollar,Period average,Annual,Units,525.8292007,505.6642399,502.901462,499.7668326,538.3172003,534.56577,544.7393672,567.5130903,576.9725012,587.2945957,584.900855,620.78472,647.1358176,544.0507755,515.1097719,
IMF.STA:ER(4.0.1),CUW.XDC_USD.PA_RT.A,OBS_VALUE,"Curaçao, Kingdom of the Netherlands",CUW,Domestic currency per US Dollar,Period average,Annual,Units,0,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,
IMF.STA:ER(4.0.1),RWA.XDC_USD.PA_RT.A,OBS_VALUE,Rwanda,RWA,Domestic currency per US Dollar,Period average,Annual,Units,583.1309066,600.3065198,614.2951424,646.6359745,682.4377954,719.8595555,787.2515218,831.5543398,861.0934122,899.350509,943.2780482,988.6248066,1030.3083,1160.098694,1318.128357,
IMF.STA:ER(4.0.1),IDN.XDC_USD.PA_RT.A,OBS_VALUE,Indonesia,IDN,Domestic currency per US Dollar,Period average,Annual,Units,9090.433333,8770.433333,9386.629167,10461.24,11865.2113,13389.41294,13308.3268,13380.83388,14236.93877,14147.67136,14582.20347,14308.1439,14849.85394,15236.88466,15855.44829,
